,totPurchaseAmt,mediumImageLink,imgFilepath
47,300100.0,https://photos.zillowstatic.com/p_c/ISb5ezvv7u97xj1000000000.jpg,images/img_47.jpg
48,265000.0,https://photos.zillowstatic.com/p_c/ISu4r0oz7qgcbi0000000000.jpg,images/img_48.jpg
49,345000.0,https://photos.zillowstatic.com/p_c/ISv47hb1fzycez0000000000.jpg,images/img_49.jpg
50,600000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
51,268050.0,https://photos.zillowstatic.com/p_c/ISu0c67h7r9mg10000000000.jpg,images/img_51.jpg
52,175000.0,https://photos.zillowstatic.com/p_c/ISzvap2atgb9aj1000000000.jpg,images/img_52.jpg
53,238000.0,https://photos.zillowstatic.com/p_c/ISuclxjoc6zn880000000000.jpg,images/img_53.jpg
54,229900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
55,456670.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
56,225000.0,https://photos.zillowstatic.com/p_c/ISmi0b29a84sk41000000000.jpg,images/img_56.jpg
57,262500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
58,217500.0,https://photos.zillowstatic.com/p_c/ISfwliegza4u2s0000000000.jpg,images/img_58.jpg
59,289750.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
60,130000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
61,250000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
62,232000.0,https://photos.zillowstatic.com/p_c/ISz7k0veuj1lim1000000000.jpg,images/img_62.jpg
63,10000.0,https://photos.zillowstatic.com/p_c/IS7abxil45oqqo1000000000.jpg,images/img_63.jpg
64,215000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
65,234000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
66,227500.0,https://photos.zillowstatic.com/p_c/IS95a8srro49if1000000000.jpg,images/img_66.jpg
67,268000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
68,400000.0,https://photos.zillowstatic.com/p_c/IS2j79rxt8viub0000000000.jpg,images/img_68.jpg
69,409000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
70,295000.0,https://photos.zillowstatic.com/p_c/ISaphvutu1q8n51000000000.jpg,images/img_70.jpg
71,186000.0,https://photos.zillowstatic.com/p_c/ISniw7xvkmgljc1000000000.jpg,images/img_71.jpg
72,265000.0,https://photos.zillowstatic.com/p_c/ISq16f9ayyz5xr0000000000.jpg,images/img_72.jpg
73,240000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
74,268000.0,https://photos.zillowstatic.com/p_c/IS9ds76ra5bg8k0000000000.jpg,images/img_74.jpg
75,199000.0,https://photos.zillowstatic.com/p_c/IS7e2xnztp9vol1000000000.jpg,images/img_75.jpg
76,627110.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
77,390000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
78,245000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
79,307500.0,https://photos.zillowstatic.com/p_c/IS76wqocxepj4q0000000000.jpg,images/img_79.jpg
80,233000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
81,400000.0,https://photos.zillowstatic.com/p_c/ISu0obfk3nhlb60000000000.jpg,images/img_81.jpg
82,267000.0,https://photos.zillowstatic.com/p_c/IS1vby51r5bw8mb.jpg,images/img_82.jpg
83,340000.0,https://photos.zillowstatic.com/p_c/ISqltahi1msusj0000000000.jpg,images/img_83.jpg
84,397900.0,https://photos.zillowstatic.com/p_c/IS6eui3ot0d3ln0000000000.jpg,images/img_84.jpg
85,295000.0,https://photos.zillowstatic.com/p_c/ISn2gw0hkvp35o0000000000.jpg,images/img_85.jpg
86,270000.0,https://photos.zillowstatic.com/p_c/ISjr02dcz8snh91000000000.jpg,images/img_86.jpg
87,393941.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
88,360000.0,https://photos.zillowstatic.com/p_c/ISmmv1jdumszkb0000000000.jpg,images/img_88.jpg
89,28000.0,https://photos.zillowstatic.com/p_c/ISe83cior8iy4d0000000000.jpg,images/img_89.jpg
90,299900.0,https://photos.zillowstatic.com/p_c/ISukz910wnxvha0000000000.jpg,images/img_90.jpg
91,256000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
92,470000.0,https://photos.zillowstatic.com/p_c/ISjr4hnlapo3511000000000.jpg,images/img_92.jpg
93,281000.0,https://photos.zillowstatic.com/p_c/ISmmj84l7kdikq1000000000.jpg,images/img_93.jpg
94,196500.0,https://photos.zillowstatic.com/p_c/ISd8f9sz40zssv0000000000.jpg,images/img_94.jpg
95,293000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
96,94250.0,https://photos.zillowstatic.com/p_c/ISbdsfkn7eyxrs0000000000.jpg,images/img_96.jpg
97,150000.0,https://photos.zillowstatic.com/p_c/ISrlp3p4d9eygq0000000000.jpg,images/img_97.jpg
98,233900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
99,198500.0,https://photos.zillowstatic.com/p_c/IS3bd49i7plfmj0000000000.jpg,images/img_99.jpg
100,250000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
101,339900.0,https://photos.zillowstatic.com/p_c/IS6uaakhvjdbg21000000000.jpg,images/img_101.jpg
102,227000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
103,490000.0,https://photos.zillowstatic.com/p_c/ISegxknc7iykyx0000000000.jpg,images/img_103.jpg
104,549000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
105,349900.0,https://photos.zillowstatic.com/p_c/ISrhapgnb0dhd80000000000.jpg,images/img_105.jpg
106,291500.0,https://photos.zillowstatic.com/p_c/IS3jr4lxc614sy0000000000.jpg,images/img_106.jpg
107,379000.0,https://photos.zillowstatic.com/p_c/ISadosreq0f5mb0000000000.jpg,images/img_107.jpg
108,301000.0,https://photos.zillowstatic.com/p_c/IS2fsyltz3q7sq0000000000.jpg,images/img_108.jpg
109,255000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
110,280000.0,https://photos.zillowstatic.com/p_c/ISe01lt67a6p4u0000000000.jpg,images/img_110.jpg
111,185000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
112,189000.0,https://photos.zillowstatic.com/p_c/ISi362el7b2y2w1000000000.jpg,images/img_112.jpg
113,220000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
114,475000.0,https://photos.zillowstatic.com/p_c/ISu8iw9kalnnv20000000000.jpg,images/img_114.jpg
115,170000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
116,311500.0,https://photos.zillowstatic.com/p_c/IS1s1p8r15j02ar.jpg,images/img_116.jpg
117,373900.0,https://photos.zillowstatic.com/p_c/IS6euu4xm0dt9q0000000000.jpg,images/img_117.jpg
118,155000.0,https://photos.zillowstatic.com/p_c/ISr9g0bkjljv4t0000000000.jpg,images/img_118.jpg
119,245000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
120,375000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
121,272000.0,https://photos.zillowstatic.com/p_c/ISucxy8mktdopj0000000000.jpg,images/img_121.jpg
122,395000.0,https://photos.zillowstatic.com/p_c/ISfs219sagccmg0000000000.jpg,images/img_122.jpg
123,285000.0,https://photos.zillowstatic.com/p_c/IS72d1lgxoj6aj1000000000.jpg,images/img_123.jpg
124,365500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
125,249000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
126,244900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
127,190500.0,https://photos.zillowstatic.com/p_c/ISm6jpclhxccs21000000000.jpg,images/img_127.jpg
128,665000.0,https://photos.zillowstatic.com/p_c/ISi3ibplq43r611000000000.jpg,images/img_128.jpg
129,290000.0,https://photos.zillowstatic.com/p_c/IS6yhq4bp48cls1000000000.jpg,images/img_129.jpg
130,165000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
131,386000.0,https://photos.zillowstatic.com/p_c/ISalemiegji5k40000000000.jpg,images/img_131.jpg
132,162000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
133,292000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
134,190000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
135,221500.0,https://photos.zillowstatic.com/p_c/ISrqzlv5izog4j.jpg,images/img_135.jpg
136,260000.0,https://photos.zillowstatic.com/p_c/ISzjpcxwbqw9fm1000000000.jpg,images/img_136.jpg
137,205000.0,https://photos.zillowstatic.com/p_c/ISbdc30bpyzghx0000000000.jpg,images/img_137.jpg
138,305000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
139,325000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
140,260000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
141,225000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
142,220000.0,https://photos.zillowstatic.com/p_c/ISes2939uwp8iv1000000000.jpg,images/img_142.jpg
143,282000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
144,425000.0,https://photos.zillowstatic.com/p_c/ISmaivjv0pcsqp1000000000.jpg,images/img_144.jpg
145,335000.0,https://photos.zillowstatic.com/p_c/ISe8rijo9psjye1000000000.jpg,images/img_145.jpg
146,214000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
147,395000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
148,162000.0,https://photos.zillowstatic.com/p_c/ISdcm1y5kc2c1t0000000000.jpg,images/img_148.jpg
149,219900.0,https://photos.zillowstatic.com/p_c/ISrlx5o30xypwl1000000000.jpg,images/img_149.jpg
150,442500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
151,93900.0,https://photos.zillowstatic.com/p_c/IS7y1u4tgii5zh1000000000.jpg,images/img_151.jpg
152,286000.0,https://photos.zillowstatic.com/p_c/ISj3uovce5iwgc1000000000.jpg,images/img_152.jpg
153,100000.0,https://photos.zillowstatic.com/p_c/ISizuehades6750000000000.jpg,images/img_153.jpg
154,229900.0,https://photos.zillowstatic.com/p_c/IS3jjiao2udhkd0000000000.jpg,images/img_154.jpg
155,265000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
156,328000.0,https://photos.zillowstatic.com/p_c/ISfonmsoijh7fz0000000000.jpg,images/img_156.jpg
157,269900.0,https://photos.zillowstatic.com/p_c/IS-1ote9ublcqesd.jpg,images/img_157.jpg
158,256500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
159,369000.0,https://photos.zillowstatic.com/p_c/IS3fwxnhc7932b1000000000.jpg,images/img_159.jpg
160,210000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
161,530000.0,https://photos.zillowstatic.com/p_c/ISbxrcd6ax9zgc1000000000.jpg,images/img_161.jpg
162,240000.0,https://photos.zillowstatic.com/p_c/ISrdrrevttpm130000000000.jpg,images/img_162.jpg
163,242100.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
164,320950.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
165,261500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
166,589247.0,https://photos.zillowstatic.com/p_c/ISq59ckwz4e5p60000000000.jpg,images/img_166.jpg
167,247000.0,https://photos.zillowstatic.com/p_c/ISlic0ybl42tcr1000000000.jpg,images/img_167.jpg
168,485000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
169,375000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
170,270000.0,https://photos.zillowstatic.com/p_c/ISfwpdtjduxv290000000000.jpg,images/img_170.jpg
171,267500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
172,450000.0,https://photos.zillowstatic.com/p_c/IS1bhv8ndqt3b30000000000.jpg,images/img_172.jpg
173,185600.0,https://photos.zillowstatic.com/p_c/ISvo6qpkhzhfmb0000000000.jpg,images/img_173.jpg
174,300000.0,https://photos.zillowstatic.com/p_c/ISr1yk0xnq1juz0000000000.jpg,images/img_174.jpg
175,346000.0,https://photos.zillowstatic.com/p_c/ISyj9405kq8egz0000000000.jpg,images/img_175.jpg
176,385000.0,https://photos.zillowstatic.com/p_c/ISifzcbl6gfaat0000000000.jpg,images/img_176.jpg
177,313500.0,https://photos.zillowstatic.com/p_c/ISfcezujk2a4fw0000000000.jpg,images/img_177.jpg
178,250000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
179,307000.0,https://photos.zillowstatic.com/p_c/ISap9l1iz47ogu1000000000.jpg,images/img_179.jpg
180,359900.0,https://photos.zillowstatic.com/p_c/IS1n6ngnzw96fn0000000000.jpg,images/img_180.jpg
181,428000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
182,267000.0,https://photos.zillowstatic.com/p_c/ISybjekgtsjv3d1000000000.jpg,images/img_182.jpg
183,375000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
184,285000.0,https://photos.zillowstatic.com/p_c/ISfcezujk2a4fw0000000000.jpg,images/img_184.jpg
185,210000.0,https://photos.zillowstatic.com/p_c/IS1b5rkh3tcn3qb.jpg,images/img_185.jpg
186,335000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
187,350000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
188,255000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
189,270875.0,https://photos.zillowstatic.com/p_c/IS2oed7lzzizdv.jpg,images/img_189.jpg
190,211000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
191,455000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
192,260000.0,https://photos.zillowstatic.com/p_c/IS91vps66num2a1000000000.jpg,images/img_192.jpg
193,228875.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
194,260000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
195,265000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
196,872200.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
197,280600.0,https://photos.zillowstatic.com/p_c/IS6m4cr4hxqscq0000000000.jpg,images/img_197.jpg
198,177500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
199,360000.0,https://photos.zillowstatic.com/p_c/IS6e2h3548b4un1000000000.jpg,images/img_199.jpg
200,270000.0,https://photos.zillowstatic.com/p_c/ISb5mxbd1frz3i1000000000.jpg,images/img_200.jpg
201,305000.0,https://photos.zillowstatic.com/p_c/ISvchm0bvclwjc1000000000.jpg,images/img_201.jpg
202,260000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
203,243725.0,https://photos.zillowstatic.com/p_c/ISv8edk84ywe5e1000000000.jpg,images/img_203.jpg
204,230000.0,https://photos.zillowstatic.com/p_c/ISn2k319ha5mc51000000000.jpg,images/img_204.jpg
205,150000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
206,215000.0,https://photos.zillowstatic.com/p_c/ISa13w2pewhy550000000000.jpg,images/img_206.jpg
207,317000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
208,580000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
209,264000.0,https://photos.zillowstatic.com/p_c/ISqhmmyc5modxz0000000000.jpg,images/img_209.jpg
210,320000.0,https://photos.zillowstatic.com/p_c/ISyv2ft1y3wwm30000000000.jpg,images/img_210.jpg
211,227000.0,https://photos.zillowstatic.com/p_c/ISad8w3m1enbx91000000000.jpg,images/img_211.jpg
212,246500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
213,333100.0,https://photos.zillowstatic.com/p_c/ISblmgz9al90ta1000000000.jpg,images/img_213.jpg
214,185000.0,https://photos.zillowstatic.com/p_c/ISl2gs1jngx0js0000000000.jpg,images/img_214.jpg
215,319380.0,https://photos.zillowstatic.com/p_c/ISvkz9pyqtpmbi1000000000.jpg,images/img_215.jpg
216,350000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
217,140000.0,https://photos.zillowstatic.com/p_c/ISinp2rpp46g510000000000.jpg,images/img_217.jpg
218,375000.0,https://photos.zillowstatic.com/p_c/ISif7j1gz3wv8v0000000000.jpg,images/img_218.jpg
219,220000.0,https://photos.zillowstatic.com/p_c/ISn2c1ev2va15r0000000000.jpg,images/img_219.jpg
220,471807.0,https://photos.zillowstatic.com/p_c/ISaptk2awe2ohg1000000000.jpg,images/img_220.jpg
221,232000.0,https://photos.zillowstatic.com/p_c/ISq1y4cvx6oenc0000000000.jpg,images/img_221.jpg
222,463400.0,https://photos.zillowstatic.com/p_c/ISqdbjxzhcdkhy0000000000.jpg,images/img_222.jpg
223,330000.0,https://photos.zillowstatic.com/p_c/ISnetqqjq3i3ud1000000000.jpg,images/img_223.jpg
224,267000.0,https://photos.zillowstatic.com/p_c/IS-cepsp0c89v19.jpg,images/img_224.jpg
225,348000.0,https://photos.zillowstatic.com/p_c/ISjnp2rlq8p8pi1000000000.jpg,images/img_225.jpg
226,225000.0,https://photos.zillowstatic.com/p_c/ISir8suxqhymqf0000000000.jpg,images/img_226.jpg
227,268000.0,https://photos.zillowstatic.com/p_c/ISrtre9sugx5pi1000000000.jpg,images/img_227.jpg
228,257000.0,https://photos.zillowstatic.com/p_c/ISjbsg2ysnlb030000000000.jpg,images/img_228.jpg
229,420000.0,https://photos.zillowstatic.com/p_c/ISiv72xa8zvpvp1000000000.jpg,images/img_229.jpg
230,301000.0,https://photos.zillowstatic.com/p_c/ISewppyfr0c3u10000000000.jpg,images/img_230.jpg
231,240000.0,https://photos.zillowstatic.com/p_c/ISv0cqa9n96t341000000000.jpg,images/img_231.jpg
232,355173.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
233,220400.0,https://photos.zillowstatic.com/p_c/ISfs685dnxfehl1000000000.jpg,images/img_233.jpg
234,261000.0,https://photos.zillowstatic.com/p_c/IS1voyzmntkivy0000000000.jpg,images/img_234.jpg
235,290000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
236,218000.0,https://photos.zillowstatic.com/p_c/ISletmnaecaalr1000000000.jpg,images/img_236.jpg
237,235000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
238,225000.0,https://photos.zillowstatic.com/p_c/ISv8mzmfbgpi3f1000000000.jpg,images/img_238.jpg
239,508763.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
240,250000.0,https://photos.zillowstatic.com/p_c/ISegt1u5yoawct1000000000.jpg,images/img_240.jpg
241,405000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
242,290000.0,https://photos.zillowstatic.com/p_c/ISbpxbybpe73301000000000.jpg,images/img_242.jpg
243,275000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
244,222000.0,https://photos.zillowstatic.com/p_c/ISqpskvgfwmln61000000000.jpg,images/img_244.jpg
245,205000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
246,225000.0,https://photos.zillowstatic.com/p_c/IS-dzzgd4jl2yql.jpg,images/img_246.jpg
247,342000.0,https://photos.zillowstatic.com/p_c/ISzz9v9ghhusyq0000000000.jpg,images/img_247.jpg
248,407500.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
249,279900.0,https://photos.zillowstatic.com/p_c/ISplpjp7oxfweb0000000000.jpg,images/img_249.jpg
250,250000.0,https://photos.zillowstatic.com/p_c/ISblabf12z8rrz0000000000.jpg,images/img_250.jpg
251,270000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
252,225000.0,https://photos.zillowstatic.com/p_c/ISdgd5mdg6jnsd0000000000.jpg,images/img_252.jpg
253,299900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
254,310000.0,https://photos.zillowstatic.com/p_c/ISnamaivkyfir91000000000.jpg,images/img_254.jpg
255,265000.0,https://photos.zillowstatic.com/p_c/IShbg7jnw6vs160000000000.jpg,images/img_255.jpg
256,241000.0,https://photos.zillowstatic.com/p_c/ISrpg7pdet355a1000000000.jpg,images/img_256.jpg
257,285000.0,https://photos.zillowstatic.com/p_c/IS7azftg24wt020000000000.jpg,images/img_257.jpg
258,152000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
259,110000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
260,253800.0,https://photos.zillowstatic.com/p_c/ISrdb3962ehy8e1000000000.jpg,images/img_260.jpg
261,255000.0,https://photos.zillowstatic.com/p_c/IS3jbo5mzvn3i80000000000.jpg,images/img_261.jpg
262,285000.0,https://photos.zillowstatic.com/p_c/ISr908a0gu5g4a1000000000.jpg,images/img_262.jpg
263,566250.0,https://photos.zillowstatic.com/p_c/ISuo6atkvfkmb50000000000.jpg,images/img_263.jpg
264,77900.0,https://photos.zillowstatic.com/p_c/ISnio9xitod7pb0000000000.jpg,images/img_264.jpg
265,58500.0,https://photos.zillowstatic.com/p_c/ISz3dodukmb2vz0000000000.jpg,images/img_265.jpg
266,610000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
267,200000.0,https://photos.zillowstatic.com/p_c/ISphu4en4jucv50000000000.jpg,images/img_267.jpg
268,193000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
269,125000.0,https://photos.zillowstatic.com/p_c/ISfgh09n4cpj531000000000.jpg,images/img_269.jpg
270,255000.0,https://photos.zillowstatic.com/p_c/IS3r1mfrdbgi5h0000000000.jpg,images/img_270.jpg
271,157000.0,https://photos.zillowstatic.com/p_c/ISvc5hsv9n1p401000000000.jpg,images/img_271.jpg
272,385000.0,https://photos.zillowstatic.com/p_c/ISe09j9s7fiqfg0000000000.jpg,images/img_272.jpg
273,239900.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
274,285000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
275,99275.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
276,249000.0,https://photos.zillowstatic.com/p_c/IS7qrwpssnowx91000000000.jpg,images/img_276.jpg
277,145000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
278,150000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
279,216000.0,https://photos.zillowstatic.com/p_c/IS3zbvrlor05o90000000000.jpg,images/img_279.jpg
280,299000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
281,449900.0,https://photos.zillowstatic.com/p_c/ISyvyrgdz24gml0000000000.jpg,images/img_281.jpg
282,250000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
283,266200.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
284,140000.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,no photo
